,Mean,StdDev,5%,95%,ESS_bulk,ESS_tail,R_hat
"beta_task_std[34,6]",0.712395,0.0258377,0.668993,0.755368,13371.6,6361.36,1.00052
"beta_task_std[34,7]",0.0766908,0.0197655,0.0438199,0.109075,11513.6,6943.83,1.0002
"beta_task_std[35,1]",0.677375,0.0539149,0.590539,0.7661,13098.1,5132.01,1.00025
"beta_task_std[35,2]",-0.0144534,0.0258453,-0.0563212,0.0277192,9059.43,5690.76,1.0001
"beta_task_std[35,3]",-1.15343,0.0350794,-1.21135,-1.09553,16417.7,4782.02,1.00013
"beta_task_std[35,4]",0.574902,0.0268732,0.530486,0.618602,12828.1,6051.2,1.00114
"beta_task_std[35,5]",-0.494889,0.04677,-0.573088,-0.417738,16033.8,5840.94,1.00088
"beta_task_std[35,6]",0.30133,0.0240325,0.262011,0.340918,15216.9,6834.84,0.999858
"beta_task_std[35,7]",0.109168,0.0191182,0.0778477,0.140615,11811.6,7033.57,1.00122
"beta_task_std[36,1]",0.77136,0.0503266,0.688683,0.85723,11348.2,6518.64,1.00062
"beta_task_std[36,2]",0.211395,0.023862,0.172184,0.250533,9518.0,6703.99,0.999887
"beta_task_std[36,3]",-0.822128,0.034717,-0.879414,-0.764726,17473.0,4636.58,1.00063
"beta_task_std[36,4]",0.162479,0.0229592,0.12489,0.200312,11177.9,6720.97,1.00051
"beta_task_std[36,5]",-0.664355,0.0471027,-0.740871,-0.587989,16204.9,5915.01,1.00067
"beta_task_std[36,6]",0.296136,0.02181,0.260295,0.331718,11820.8,6655.33,0.999817
"beta_task_std[36,7]",0.0451126,0.0185189,0.0144266,0.0755558,10593.1,6616.39,0.999991
"beta_task_std[37,1]",0.945987,0.0488552,0.866642,1.02729,12216.9,6767.16,1.0004
"beta_task_std[37,2]",0.440742,0.0243789,0.400595,0.48019,9293.19,5905.61,0.999921
"beta_task_std[37,3]",-1.42328,0.0390887,-1.4874,-1.35964,18905.6,5518.39,0.999935
"beta_task_std[37,4]",0.291697,0.0223958,0.255538,0.328432,10127.8,7049.36,1.0001
"beta_task_std[37,5]",-0.376757,0.0455808,-0.452558,-0.302937,13965.7,5688.82,1.00201
"beta_task_std[37,6]",0.0821547,0.0209938,0.047746,0.116698,10270.3,5864.36,0.999931
"beta_task_std[37,7]",0.039461,0.0182615,0.00968333,0.0697492,11033.2,6332.75,0.999928
"beta_task_std[38,1]",0.699031,0.0534071,0.614173,0.789005,11123.1,6762.54,1.00033
"beta_task_std[38,2]",-0.0954784,0.024771,-0.135997,-0.0543679,9180.12,6016.13,1.00077
"beta_task_std[38,3]",-0.969603,0.0330971,-1.02403,-0.91484,15013.2,5637.71,1.00167
"beta_task_std[38,4]",0.456969,0.0246117,0.416439,0.497538,12315.5,6472.78,1.0009
"beta_task_std[38,5]",-0.914028,0.0462612,-0.989881,-0.838359,16454.6,6057.65,1.00138
"beta_task_std[38,6]",0.647535,0.0244504,0.606843,0.68693,14261.8,6620.97,1.00065
"beta_task_std[38,7]",0.175574,0.0192708,0.143645,0.20769,10941.0,7280.43,1.00049
"beta_task_std[39,1]",0.685928,0.0532992,0.599173,0.77597,10475.3,6118.33,1.00014
"beta_task_std[39,2]",0.00686175,0.0242974,-0.032579,0.0466612,9480.45,6087.13,1.00017
"beta_task_std[39,3]",-0.87925,0.0328751,-0.93364,-0.826283,16069.4,5929.95,1.00045
"beta_task_std[39,4]",0.495515,0.0253725,0.453734,0.537061,9811.75,5702.15,1.00041
"beta_task_std[39,5]",-0.648942,0.0463158,-0.725661,-0.572861,15360.5,5301.24,1.00008
"beta_task_std[39,6]",0.295277,0.0228333,0.257589,0.332707,13055.7,6821.63,1.00027
"beta_task_std[39,7]",0.0446102,0.0184433,0.013878,0.074811,9236.57,6932.74,1.00045
"beta_task_std[40,1]",0.554415,0.0543483,0.465852,0.643871,10519.4,6510.6,1.00059
"beta_task_std[40,2]",-0.27763,0.0251927,-0.319285,-0.23646,8613.75,6139.36,1.00054
"beta_task_std[40,3]",-0.24709,0.0349545,-0.304421,-0.189473,17927.5,5967.25,1.00054
"beta_task_std[40,4]",0.375713,0.0274145,0.331058,0.420898,14319.1,6511.74,1.00014
"beta_task_std[40,5]",-1.12138,0.046664,-1.19957,-1.04505,17273.8,5234.62,1.00067
"beta_task_std[40,6]",0.670938,0.0267711,0.627274,0.714723,14176.8,5952.01,1.0
"beta_task_std[40,7]",0.0450315,0.019672,0.0133488,0.0770891,10652.7,6693.26,1.00032
"beta_task_std[41,1]",0.533969,0.0538096,0.446397,0.622587,11356.7,6807.01,1.00025
"beta_task_std[41,2]",-0.116231,0.0245918,-0.156284,-0.0760149,8459.24,6189.31,1.00005
"beta_task_std[41,3]",-0.489985,0.0337662,-0.545713,-0.434556,14374.0,5914.46,1.00064
"beta_task_std[41,4]",0.539292,0.0276763,0.493485,0.584589,13170.5,6699.0,1.00076
"beta_task_std[41,5]",-0.674601,0.0461159,-0.749242,-0.597015,14757.8,6146.38,1.00123
"beta_task_std[41,6]",0.171547,0.024274,0.131582,0.211228,12994.8,6800.08,1.0003
"beta_task_std[41,7]",0.0360095,0.0192716,0.00423352,0.0672863,10212.3,7064.16,1.00029
"beta_task_std[42,1]",0.872597,0.0484933,0.793904,0.953654,11213.6,6528.23,1.00002
"beta_task_std[42,2]",0.495718,0.0241331,0.456483,0.535072,9171.45,6030.87,0.999714
"beta_task_std[42,3]",-0.602302,0.0339094,-0.658136,-0.54656,15887.0,6200.54,1.00029
"beta_task_std[42,4]",0.0485404,0.0235605,0.0102332,0.0874545,9203.99,6136.13,1.00027
"beta_task_std[42,5]",-1.01158,0.0500056,-1.09446,-0.929376,12959.2,6517.27,1.00048
"beta_task_std[42,6]",0.047545,0.0222325,0.0114317,0.0843254,11712.0,6903.84,0.999884
"beta_task_std[42,7]",0.149477,0.0183217,0.119698,0.179386,10194.7,7107.59,1.00018
"beta_task_std[43,1]",0.98338,0.0474679,0.905254,1.06268,11791.5,6432.37,1.00036
"beta_task_std[43,2]",0.343817,0.0236221,0.305029,0.382381,9416.88,6225.86,1.00144
"beta_task_std[43,3]",-0.937655,0.0357936,-0.996438,-0.878341,18844.9,5265.05,1.0009
"beta_task_std[43,4]",0.105596,0.0233139,0.067171,0.144326,12106.3,5833.26,1.00008
"beta_task_std[43,5]",-0.674379,0.0475682,-0.753172,-0.597719,13741.3,5311.12,1.00012
"beta_task_std[43,6]",0.0832081,0.0213351,0.0481435,0.118716,11286.0,7052.94,1.00034
"beta_task_std[43,7]",0.0960334,0.0178581,0.0661338,0.124877,10224.7,6241.93,0.999896
"beta_task_std[44,1]",0.526601,0.0549933,0.436948,0.616861,11347.1,6553.4,1.00029
"beta_task_std[44,2]",-0.38159,0.0252413,-0.422994,-0.340274,7702.26,6531.64,1.00044
"beta_task_std[44,3]",-0.277846,0.035269,-0.33576,-0.220366,17264.7,5701.41,1.00127
"beta_task_std[44,4]",0.542104,0.0295022,0.493698,0.59054,14354.6,6071.01,1.00192
"beta_task_std[44,5]",-1.2611,0.0457741,-1.33674,-1.18628,15933.1,6203.17,1.00023
"beta_task_std[44,6]",0.776134,0.0289444,0.729029,0.823553,16153.6,6067.53,1.00047
"beta_task_std[44,7]",0.075695,0.0198951,0.0430575,0.107871,11355.4,6451.58,1.00006
"beta_task_std[45,1]",0.433184,0.0542752,0.345635,0.523031,9336.99,5575.98,1.00149
"beta_task_std[45,2]",-0.239379,0.0254309,-0.280658,-0.197963,9772.43,6252.81,1.00014
"beta_task_std[45,3]",-0.476067,0.0345727,-0.531686,-0.420113,18417.3,5909.12,1.00032
"beta_task_std[45,4]",0.664411,0.0301008,0.615918,0.714226,13843.8,6978.45,0.99965
"beta_task_std[45,5]",-0.858602,0.0469011,-0.934279,-0.779915,14728.4,5551.59,0.999927
"beta_task_std[45,6]",0.438471,0.0261294,0.395697,0.482358,13202.2,6226.04,1.00093
"beta_task_std[45,7]",0.0379819,0.0194152,0.00621174,0.0697685,10345.2,6863.31,0.999992
"beta_task_std[46,1]",0.736868,0.0510637,0.650853,0.821444,9006.35,4670.32,1.00019
"beta_task_std[46,2]",0.0960044,0.0243271,0.0558961,0.136209,8673.32,6058.71,1.00046
"beta_task_std[46,3]",-0.309711,0.0336908,-0.364465,-0.253829,17941.2,5431.47,1.00065
"beta_task_std[46,4]",0.238768,0.024228,0.198643,0.278468,11384.5,4487.5,1.00031
"beta_task_std[46,5]",-1.09979,0.0484256,-1.17963,-1.01927,14565.5,5563.97,1.00034
"beta_task_std[46,6]",0.257325,0.0228483,0.219471,0.294446,11412.5,4837.92,0.999943
"beta_task_std[46,7]",0.0805359,0.0186214,0.0497688,0.110876,10825.1,6995.13,1.00045
"beta_task_std[47,1]",0.721946,0.0502816,0.640252,0.806275,10460.2,4235.66,1.00127
"beta_task_std[47,2]",0.169253,0.0243918,0.128814,0.209005,9296.27,5534.7,1.00103
"beta_task_std[47,3]",-0.725692,0.0334924,-0.780734,-0.671676,13175.8,4499.14,1.00136
"beta_task_std[47,4]",0.34353,0.0247891,0.302733,0.383667,12367.1,6396.89,1.00018
"beta_task_std[47,5]",-0.453498,0.045454,-0.529163,-0.378395,17096.8,5860.26,1.00019
"beta_task_std[47,6]",0.0261713,0.0220391,-0.0101852,0.0624389,12854.2,6657.53,1.00053
"beta_task_std[47,7]",-0.0817106,0.0180761,-0.11137,-0.0517637,10676.4,7039.66,0.99987
"beta_task_std[48,1]",0.913596,0.0481679,0.835054,0.993102,15221.9,6140.48,1.00116
"beta_task_std[48,2]",0.661672,0.02536,0.62021,0.702955,8530.33,6522.15,1.00072
"beta_task_std[48,3]",0.0100405,0.0332325,-0.0444696,0.0652535,14643.0,6221.36,1.00011
"beta_task_std[48,4]",0.420905,0.0234835,0.382308,0.459857,9896.49,6873.42,1.00018
"beta_task_std[48,5]",-2.72299,0.0714479,-2.84183,-2.60647,11722.4,6828.54,0.999862
"beta_task_std[48,6]",0.303888,0.0230437,0.265585,0.341547,10006.3,7154.32,1.0001
"beta_task_std[48,7]",0.41289,0.0199945,0.379908,0.445729,8756.79,6514.27,1.0
"beta_task_std[49,1]",0.751868,0.0508259,0.669807,0.835982,10585.2,5902.92,1.00024
"beta_task_std[49,2]",0.191324,0.0249396,0.151014,0.233593,8732.72,5537.23,1.00025
"beta_task_std[49,3]",-0.838269,0.0333877,-0.893052,-0.782774,18459.2,5831.88,1.00111
"beta_task_std[49,4]",0.37765,0.0230356,0.339985,0.41588,10595.0,6527.37,1.00104
"beta_task_std[49,5]",-0.388653,0.0465017,-0.465539,-0.313207,16768.3,6498.22,1.00179
"beta_task_std[49,6]",-0.0223476,0.0213456,-0.0575657,0.0124056,10935.0,6240.66,1.00002
"beta_task_std[49,7]",-0.0715729,0.0184446,-0.101455,-0.0410698,10032.7,6666.15,1.00028
"beta_task_std[50,1]",0.668314,0.0535423,0.57986,0.7567,10768.1,6151.35,1.00007
"beta_task_std[50,2]",-0.158679,0.0250341,-0.199173,-0.117187,9175.62,5797.46,0.999868
"beta_task_std[50,3]",-0.359769,0.0341202,-0.415439,-0.303495,17796.4,6001.69,1.00042
"beta_task_std[50,4]",0.487846,0.0268141,0.444817,0.531641,11674.1,6794.35,1.00026
"beta_task_std[50,5]",-1.15117,0.046468,-1.22834,-1.07577,14932.6,5961.49,1.0015
"beta_task_std[50,6]",0.363851,0.0245887,0.324143,0.404144,11549.2,5710.07,1.00015
"beta_task_std[50,7]",0.14961,0.0199217,0.116713,0.182152,10755.6,7057.34,0.99998
"beta_task_std[51,1]",0.158575,0.0559223,0.067233,0.251456,11950.2,5941.22,1.00019
"beta_task_std[51,2]",-0.62383,0.0254884,-0.665198,-0.5816,9845.0,6116.43,0.999957
"beta_task_std[51,3]",-0.0880459,0.0385255,-0.150582,-0.0241804,19150.9,5842.63,1.00087
"beta_task_std[51,4]",0.895001,0.0326341,0.842394,0.948423,14581.4,6195.3,1.00033
"beta_task_std[51,5]",-1.41538,0.0477051,-1.49361,-1.33746,18611.4,5649.48,1.00117
"beta_task_std[51,6]",1.21994,0.033301,1.16486,1.27535,17405.9,5704.74,1.00227
"beta_task_std[51,7]",-0.146255,0.0209387,-0.180526,-0.111819,12501.4,6952.39,1.00054
"beta_task_std[52,1]",0.466321,0.0535618,0.379222,0.555443,10344.5,6414.02,1.00049
"beta_task_std[52,2]",-0.367635,0.0252404,-0.408938,-0.325266,9128.84,5875.65,1.00007
"beta_task_std[52,3]",-0.251106,0.0358266,-0.310223,-0.191208,17040.0,5303.31,1.00011
"beta_task_std[52,4]",0.587227,0.0276334,0.541926,0.632277,13179.5,6427.82,1.00182
"beta_task_std[52,5]",-1.17755,0.0467186,-1.255,-1.10137,16451.6,5472.53,1.00079
"beta_task_std[52,6]",0.648284,0.0264552,0.605373,0.692217,10960.7,4951.71,1.00022
"beta_task_std[52,7]",0.0944586,0.0198744,0.0620272,0.126735,10380.3,6976.93,1.00009
"beta_task_std[53,1]",0.934401,0.0474645,0.857186,1.01504,13791.9,6248.59,1.00033
"beta_task_std[53,2]",0.625227,0.0241828,0.585463,0.665238,9350.84,5866.14,1.00024
"beta_task_std[53,3]",-1.36438,0.0417645,-1.43424,-1.29584,16130.1,5447.31,1.00078
"beta_task_std[53,4]",0.248556,0.0227561,0.211214,0.286737,10663.8,6620.47,1.00003
"beta_task_std[53,5]",-0.965045,0.0524047,-1.05137,-0.880638,14459.4,6073.93,1.00002
"beta_task_std[53,6]",0.240797,0.0216875,0.204786,0.276423,9895.88,6878.85,0.999997
"beta_task_std[53,7]",0.280448,0.0189809,0.249511,0.311868,10522.4,6863.75,0.999964
"beta_task_std[54,1]",0.789476,0.0480256,0.710173,0.868582,11891.9,5673.81,1.00005
"beta_task_std[54,2]",0.494659,0.0240639,0.455188,0.534244,8962.15,5446.65,1.00066
"beta_task_std[54,3]",-0.578114,0.0342686,-0.634935,-0.521429,17285.2,4984.86,0.99989
"beta_task_std[54,4]",0.128808,0.0226284,0.0925287,0.166244,11305.3,7003.91,1.0005
"beta_task_std[54,5]",-1.05473,0.0508566,-1.13924,-0.972223,14442.3,6486.33,0.999908
"beta_task_std[54,6]",0.0794414,0.021029,0.044223,0.114159,11106.2,6915.52,0.99999
"beta_task_std[54,7]",0.140463,0.0180464,0.110832,0.170373,9806.67,6441.16,1.00034
"beta_task_std[55,1]",0.773121,0.0479867,0.693812,0.852001,11606.2,5893.94,1.00052
"beta_task_std[55,2]",0.416449,0.024173,0.377202,0.456501,8918.5,5606.02,1.00029
"beta_task_std[55,3]",-0.709785,0.033659,-0.765084,-0.655725,18085.0,4941.5,1.00044
"beta_task_std[55,4]",0.0772255,0.0221459,0.0403289,0.113837,11333.4,6447.18,1.00119
"beta_task_std[55,5]",-0.555268,0.0473815,-0.632998,-0.476593,17179.7,5862.99,1.00006
"beta_task_std[55,6]",0.0111374,0.021688,-0.0251104,0.0465479,12785.4,6250.18,1.00036
"beta_task_std[55,7]",-0.01288,0.0179224,-0.041912,0.0165674,10046.5,6873.1,0.999883
"beta_task_std[56,1]",0.773544,0.0483989,0.69555,0.853952,10394.9,5948.56,1.00012
"beta_task_std[56,2]",0.361555,0.0237353,0.32271,0.400139,8908.69,5578.19,1.00017
"beta_task_std[56,3]",-0.566857,0.0333765,-0.622252,-0.512465,17357.2,5368.21,1.00108
"beta_task_std[56,4]",0.0768109,0.0224496,0.0400161,0.11355,10808.2,6677.78,1.00014
"beta_task_std[56,5]",-0.588443,0.0458982,-0.663073,-0.512353,17021.5,6761.52,0.99983
"beta_task_std[56,6]",0.00589333,0.0207156,-0.0283844,0.0398538,11535.9,7341.53,1.00037
"beta_task_std[56,7]",-0.0625039,0.017718,-0.0915753,-0.0336426,10970.5,6906.11,1.00031
"beta_task_std[57,1]",0.66859,0.0496143,0.587726,0.751838,10635.8,6721.08,1.00116
"beta_task_std[57,2]",0.160517,0.0240247,0.121096,0.199785,9450.71,5750.22,1.00091
"beta_task_std[57,3]",-0.47815,0.0323472,-0.530978,-0.424965,16522.7,5523.56,0.999945
"beta_task_std[57,4]",0.134957,0.0226582,0.0973597,0.171857,10723.7,6968.41,1.00006
"beta_task_std[57,5]",-0.522647,0.0454368,-0.596538,-0.447255,17249.2,5863.24,1.00033
"beta_task_std[57,6]",0.0450837,0.0217424,0.00928581,0.0803779,12012.2,6790.53,1.0002
"beta_task_std[57,7]",-0.00835057,0.0181714,-0.0381921,0.0215903,9295.38,6016.72,1.00037
"beta_task_std[58,1]",0.672421,0.0503314,0.591953,0.756732,8934.45,5836.89,1.00142
"beta_task_std[58,2]",0.121383,0.0246675,0.0804617,0.161353,8638.34,5638.17,1.00004
"beta_task_std[58,3]",-0.374109,0.0332284,-0.429867,-0.319801,18373.0,5650.71,1.00026
"beta_task_std[58,4]",0.107804,0.0229067,0.0692889,0.145085,12370.4,6682.92,1.00186
"beta_task_std[58,5]",-0.547884,0.0453959,-0.622559,-0.473372,14480.8,4982.94,1.0006
"beta_task_std[58,6]",0.105178,0.0215625,0.0699447,0.141268,11751.0,6171.23,1.00013
"beta_task_std[58,7]",-0.0847913,0.0179468,-0.114543,-0.0552554,10366.0,5908.46,1.0008
"beta_task_std[59,1]",0.786196,0.0478403,0.708588,0.865369,12497.8,6017.86,1.00093
"beta_task_std[59,2]",-0.201239,0.0241125,-0.240546,-0.161331,9139.73,5315.82,1.00022
"beta_task_std[59,3]",0.206012,0.0338231,0.150479,0.260666,16462.3,6152.16,1.00013
"beta_task_std[59,4]",0.264027,0.0231222,0.226123,0.301766,9417.34,6240.44,1.00023
"beta_task_std[59,5]",-1.56544,0.0588941,-1.66347,-1.46973,12031.2,6716.12,1.00006
"beta_task_std[59,6]",0.24402,0.0217765,0.208214,0.279811,10361.7,6799.1,1.0003
"beta_task_std[59,7]",0.266421,0.0188651,0.234688,0.297147,10235.7,6542.72,0.99996
"beta_task_std[60,1]",0.752373,0.0473311,0.675407,0.830472,13679.2,6181.48,1.00008
"beta_task_std[60,2]",-0.0864252,0.0249015,-0.127845,-0.0452357,8430.94,6135.71,1.00201
"beta_task_std[60,3]",-0.537116,0.0344833,-0.593928,-0.481978,15563.8,5530.49,1.0001
"beta_task_std[60,4]",0.440385,0.0232233,0.40167,0.478601,9511.93,5747.2,1.00054
"beta_task_std[60,5]",-1.40388,0.0586391,-1.50037,-1.30881,11828.5,6385.25,1.00084
"beta_task_std[60,6]",0.388736,0.0219954,0.352331,0.425157,11498.8,7129.45,1.00066
"beta_task_std[60,7]",0.445932,0.0188167,0.415268,0.47689,9569.18,6974.97,1.00029
"beta_task_std[61,1]",0.662127,0.0488709,0.583261,0.742439,10496.9,5766.5,1.00041
"beta_task_std[61,2]",0.23544,0.0236083,0.196764,0.274805,8529.02,5763.05,1.00065
"beta_task_std[61,3]",0.177615,0.0332257,0.122393,0.231599,17738.8,5906.17,1.00001
"beta_task_std[61,4]",-0.120409,0.0221095,-0.156715,-0.0839449,10720.9,6984.79,1.00007
"beta_task_std[61,5]",-0.580937,0.0458506,-0.65602,-0.504912,13185.3,5205.76,1.00085
"beta_task_std[61,6]",-0.22087,0.0209769,-0.255839,-0.186581,11445.3,6736.86,0.99983
"beta_task_std[61,7]",-0.152966,0.0182304,-0.183266,-0.123168,9696.08,6890.88,1.00012
"beta_task_std[62,1]",0.670127,0.0494436,0.589864,0.750346,11125.2,5912.43,0.999961
"beta_task_std[62,2]",0.230661,0.0236156,0.191675,0.269811,9178.73,5925.76,1.00089
"beta_task_std[62,3]",0.0752549,0.0334154,0.020921,0.12998,16678.2,4851.38,1.00064
"beta_task_std[62,4]",-0.0943326,0.0220921,-0.130577,-0.057512,10439.8,6641.01,0.999834
"beta_task_std[62,5]",-0.661409,0.0465265,-0.738219,-0.584319,14538.1,5976.52,1.00014
"beta_task_std[62,6]",-0.176696,0.0213203,-0.212064,-0.14187,10868.1,5965.14,1.00045
"beta_task_std[62,7]",-0.0436066,0.0177691,-0.0732768,-0.0139924,10653.5,6632.18,1.00079
"beta_task_std[63,1]",0.667801,0.0489595,0.587117,0.748839,10989.8,6446.44,1.00007
"beta_task_std[63,2]",0.263447,0.0245102,0.223453,0.303995,8929.55,5044.5,1.00004
"beta_task_std[63,3]",-0.394288,0.0325468,-0.447484,-0.340866,17855.2,5833.82,1.00073
"beta_task_std[63,4]",0.0942467,0.0217276,0.0587888,0.130117,10612.7,6657.73,1.00031
"beta_task_std[63,5]",-0.394619,0.0455304,-0.468787,-0.320179,16807.6,5746.06,1.00098
"beta_task_std[63,6]",-0.162339,0.0208902,-0.196046,-0.128041,11502.9,6834.37,0.999916
"beta_task_std[63,7]",-0.0742485,0.0177878,-0.103872,-0.0454257,9812.63,5837.96,1.00038
"beta_task_std[64,1]",0.796766,0.0503344,0.716112,0.880172,11400.4,6389.24,1.00075
"beta_task_std[64,2]",0.279437,0.024344,0.239731,0.31953,9188.56,5848.5,1.00009
"beta_task_std[64,3]",-0.132529,0.0327391,-0.186551,-0.0793356,17300.0,5329.74,1.0019
"beta_task_std[64,4]",0.0242045,0.0237246,-0.0146815,0.0635673,12270.0,6633.3,1.00019
"beta_task_std[64,5]",-0.825526,0.0462105,-0.902219,-0.74991,14616.5,6268.66,1.00037
"beta_task_std[64,6]",-0.214172,0.021687,-0.249804,-0.178606,11019.8,6342.26,1.00097
"beta_task_std[64,7]",0.0718203,0.0183429,0.0420276,0.101693,10201.0,6918.34,1.00063
"beta_task_std[65,1]",0.557629,0.0531795,0.470828,0.644105,11063.8,5865.23,0.999858
"beta_task_std[65,2]",-0.00279639,0.0252311,-0.0439653,0.0393307,8751.82,4720.43,1.00038
"beta_task_std[65,3]",-0.177865,0.0343284,-0.233865,-0.121002,17319.3,5684.55,1.00131
"beta_task_std[65,4]",0.2893,0.025966,0.247087,0.332533,13333.6,5873.4,1.0009
"beta_task_std[65,5]",-0.580785,0.0462995,-0.656977,-0.505546,16089.8,6364.54,0.999864
"beta_task_std[65,6]",0.0755872,0.0233272,0.0376934,0.113587,12957.7,6768.92,0.999975
"beta_task_std[65,7]",-0.161071,0.0183834,-0.19152,-0.131325,10633.8,6860.52,1.00015
"beta_task_std[66,1]",0.35044,0.0547006,0.261226,0.439814,12796.4,6045.62,0.999689
"beta_task_std[66,2]",-0.371525,0.0257104,-0.414087,-0.329217,8880.35,6549.78,1.0005
"beta_task_std[66,3]",0.0373336,0.0373342,-0.0235365,0.0988606,19497.0,6025.2,1.00069
"beta_task_std[66,4]",0.652622,0.0281467,0.607111,0.69895,12989.1,6866.31,1.0002
"beta_task_std[66,5]",-1.16338,0.0467814,-1.24057,-1.08644,15075.3,6131.45,1.00038
"beta_task_std[66,6]",0.66187,0.0267544,0.617823,0.705714,11341.0,5344.21,0.99994
"beta_task_std[66,7]",-0.167364,0.0200331,-0.200408,-0.134111,11372.6,6477.42,1.00011
"beta_task_std[67,1]",0.683272,0.0513914,0.59924,0.769304,11401.3,6172.54,1.00033
"beta_task_std[67,2]",0.0585905,0.0248158,0.0176532,0.0988103,9260.31,5922.24,1.0015
"beta_task_std[67,3]",-0.123932,0.034024,-0.179613,-0.0678381,17497.0,5790.91,1.00072
"beta_task_std[67,4]",0.234286,0.0236384,0.195409,0.272642,12186.4,6737.73,0.99975
"beta_task_std[67,5]",-1.07509,0.0462754,-1.15155,-0.999422,16485.2,6308.28,1.00062
"beta_task_std[67,6]",0.300397,0.0221233,0.264555,0.337081,11345.4,6805.21,0.999995
"beta_task_std[67,7]",-0.0775226,0.018424,-0.108173,-0.0474728,11503.0,6929.8,1.00118
"beta_task_std[68,1]",0.625708,0.0513172,0.542473,0.710874,10318.4,6201.01,1.00026
"beta_task_std[68,2]",0.0464867,0.0246049,0.00655554,0.0869182,9285.67,6245.38,1.00045
"beta_task_std[68,3]",-0.172297,0.0338239,-0.227655,-0.117043,18130.8,5197.52,1.00099
"beta_task_std[68,4]",0.170616,0.0238851,0.131545,0.21005,10497.2,6013.08,1.0001
"beta_task_std[68,5]",-0.520421,0.0453954,-0.594759,-0.445937,17095.0,6140.02,1.00125
"beta_task_std[68,6]",-0.0257681,0.0217998,-0.0617275,0.00999071,10981.7,6200.01,0.999944
"beta_task_std[68,7]",-0.124324,0.0181634,-0.154207,-0.0943286,10647.6,7330.86,1.00012
"beta_task_std[69,1]",0.74506,0.0478049,0.66666,0.823267,11911.3,6061.41,1.00022
"beta_task_std[69,2]",0.379947,0.0241679,0.340358,0.418788,8985.46,5594.46,1.00036
"beta_task_std[69,3]",-0.313787,0.033184,-0.367969,-0.259171,18269.5,5780.98,1.00151
"beta_task_std[69,4]",0.137896,0.0225069,0.101441,0.175533,10726.3,6252.65,1.00059
"beta_task_std[69,5]",-0.956333,0.0498614,-1.03769,-0.87554,15010.9,5803.55,1.00209
"beta_task_std[69,6]",0.022303,0.0214157,-0.0129915,0.0580564,10844.6,6802.99,1.00078
"beta_task_std[69,7]",-0.0150861,0.0183507,-0.0455296,0.0149663,10714.2,7058.56,1.00005
"beta_task_std[70,1]",1.02651,0.0492345,0.94653,1.10739,11277.8,5937.78,1.00023
"beta_task_std[70,2]",0.369742,0.0235455,0.330929,0.408537,8991.24,6240.76,1.00021
"beta_task_std[70,3]",-1.02587,0.0370173,-1.08694,-0.963494,19600.5,5524.76,1.00037
"beta_task_std[70,4]",0.164393,0.0221606,0.12821,0.201212,10789.9,6285.57,1.0004
"beta_task_std[70,5]",-0.786983,0.0489717,-0.86709,-0.706688,16128.0,6375.79,1.00025
"beta_task_std[70,6]",0.118374,0.0210693,0.0844233,0.153189,10532.7,6766.26,0.999926
"beta_task_std[70,7]",0.133834,0.0182597,0.104192,0.163877,9386.99,6035.79,1.0005
"beta_task_std[71,1]",0.715657,0.0494029,0.636614,0.797017,11158.5,6451.74,1.00032
"beta_task_std[71,2]",0.264015,0.0248196,0.223261,0.305075,9606.57,5884.54,1.00049
"beta_task_std[71,3]",-0.41442,0.0325528,-0.467489,-0.361687,15834.5,6236.75,0.999886
"beta_task_std[71,4]",0.170399,0.0230301,0.132175,0.208069,11888.6,6310.24,0.999923
"beta_task_std[71,5]",-0.838404,0.0462072,-0.914093,-0.762328,14556.3,4577.51,0.999966
"beta_task_std[71,6]",0.131287,0.02171,0.0952222,0.166839,11266.4,6874.31,1.00018
"beta_task_std[71,7]",-0.028534,0.018277,-0.0583871,0.0014142,11132.7,7487.22,1.00054
"beta_task_std[72,1]",0.378833,0.0547327,0.290025,0.471709,11615.5,6173.84,1.0009
"beta_task_std[72,2]",-0.375187,0.0254344,-0.417203,-0.332877,9330.41,6075.61,1.00012
"beta_task_std[72,3]",0.0325815,0.0369734,-0.0270686,0.0939881,17977.2,6076.28,1.0003
"beta_task_std[72,4]",0.712567,0.0289154,0.664101,0.760705,12409.1,6244.13,0.999961
"beta_task_std[72,5]",-1.4795,0.0471094,-1.55831,-1.40383,14613.6,5114.05,1.00008
"beta_task_std[72,6]",0.841347,0.0283453,0.7952,0.887738,14281.7,6150.83,1.00023
"beta_task_std[72,7]",-0.11064,0.0199665,-0.143488,-0.0777576,10157.5,5157.64,1.00001
"beta_task_std[73,1]",0.428574,0.054134,0.340171,0.518328,10385.8,6244.85,0.999929
"beta_task_std[73,2]",-0.281138,0.0254822,-0.3233,-0.239231,8150.94,5060.37,1.00047
"beta_task_std[73,3]",0.00805071,0.0364564,-0.0518274,0.0687802,17146.3,5445.44,1.00082
"beta_task_std[73,4]",0.580751,0.0272757,0.53633,0.625681,13474.9,6240.13,1.00041
"beta_task_std[73,5]",-1.20603,0.0466846,-1.28394,-1.12964,17436.8,6234.61,1.00036
"beta_task_std[73,6]",0.567417,0.0254382,0.525947,0.609897,12511.3,5776.96,1.00025
"beta_task_std[73,7]",-0.0976201,0.0193054,-0.129475,-0.0655777,9672.3,6742.26,1.00036
